date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),Tlog (degC),OT
2020/5/2 6:30,979.53,8.18,283.01,4.96,80.1,10.87,8.71,2.16,5.55,8.89,1208.8,1.34,2.48,225.5,17.57,424.8
2020/5/2 6:40,979.6,8.24,283.06,5.22,81.2,10.92,8.86,2.05,5.65,9.05,1208.55,0.53,1.2,224,17.79,425.2
2020/5/2 6:50,979.72,8.38,283.19,5.36,81.2,11.02,8.95,2.07,5.7,9.13,1208.06,1.27,1.72,158.7,17.92,427.3
2020/5/2 7:00,979.79,8.47,283.28,5.6,82.1,11.09,9.1,1.98,5.8,9.29,1207.69,0.79,1.52,165.8,18.11,429.3
2020/5/2 7:10,979.81,8.75,283.56,5.66,80.9,11.3,9.14,2.16,5.82,9.33,1206.5,1.17,3.16,189.6,18.33,427.7
2020/5/2 7:20,979.85,9.04,283.85,5.36,77.7,11.52,8.95,2.57,5.7,9.14,1205.39,2.53,4.29,209.4,18.57,421.2
2020/5/2 7:30,979.89,9.09,283.89,5.06,75.8,11.56,8.76,2.8,5.58,8.94,1205.32,3.87,5.63,212.2,18.82,420.5
2020/5/2 7:40,979.91,9.07,283.87,4.93,75.2,11.55,8.68,2.86,5.53,8.86,1205.47,4.4,6.01,214.5,19.03,419.9
2020/5/2 7:50,979.9,9.17,283.97,4.98,75,11.63,8.72,2.91,5.55,8.9,1205.01,3.98,6.67,207.9,19.17,419.6
2020/5/2 8:00,979.9,9.58,284.39,5.09,73.5,11.95,8.78,3.17,5.6,8.96,1203.23,4.12,6.05,210.7,19.25,418.8
2020/5/2 8:10,979.95,9.77,284.57,5.04,72.3,12.11,8.75,3.35,5.57,8.93,1202.5,3.66,5.09,210.4,19.35,418.2
2020/5/2 8:20,980.04,10.07,284.87,5.01,70.7,12.35,8.73,3.62,5.56,8.91,1201.35,2.96,6.21,221.3,19.48,417.6
2020/5/2 8:30,980.11,10.13,284.92,4.84,69.62,12.4,8.63,3.77,5.5,8.81,1201.22,3.22,5.75,215.6,19.65,418
2020/5/2 8:40,980.16,10.11,284.9,4.82,69.61,12.38,8.62,3.76,5.49,8.8,1201.38,1.93,5.01,219.4,19.84,417.4
2020/5/2 8:50,980.31,10.03,284.81,4.73,69.51,12.32,8.56,3.76,5.45,8.73,1201.93,3.19,5.97,237.8,20.05,417.5
2020/5/2 9:00,980.43,8.08,282.83,4.8,79.7,10.8,8.61,2.19,5.48,8.78,1210.39,3.16,6.23,237.9,20.3,418.2
2020/5/2 9:10,980.48,7.67,282.42,5.16,84.1,10.5,8.83,1.67,5.62,9.01,1212.11,2.07,3.16,243.6,20.27,417.3
2020/5/2 9:20,980.57,8.33,283.07,5.69,83.4,10.98,9.16,1.82,5.83,9.34,1209.23,1.97,3.92,237.7,20.13,415.9
2020/5/2 9:30,980.7,8.79,283.53,5.4,79.2,11.33,8.97,2.36,5.71,9.15,1207.5,3.4,6.17,239.1,20,416.1
2020/5/2 9:40,980.7,8.67,283.41,5.21,78.8,11.24,8.86,2.38,5.64,9.03,1208.07,2.43,3.56,250.2,19.92,416.8
2020/5/2 9:50,980.66,9.02,283.76,5.6,79.1,11.51,9.1,2.41,5.79,9.28,1206.41,1.47,2.62,214.3,19.86,416.1
2020/5/2 10:00,980.53,10.07,284.83,5.93,75.4,12.35,9.31,3.04,5.93,9.5,1201.68,1.82,3.97,203.1,19.87,415.3
2020/5/2 10:10,980.43,10.55,285.32,5.69,71.8,12.75,9.16,3.6,5.83,9.34,1199.6,3.68,5.61,207,20.04,414.7
2020/5/2 10:20,980.38,10.65,285.42,5.26,69.24,12.84,8.89,3.95,5.66,9.07,1199.24,4.3,6.51,207.8,20.41,415.2
2020/5/2 10:30,980.27,10.66,285.44,4.82,67.08,12.85,8.62,4.23,5.49,8.79,1199.18,4.17,6.29,212,20.82,414.9
2020/5/2 10:40,980.21,10.69,285.48,4.76,66.66,12.87,8.58,4.29,5.46,8.76,1199,3.94,5.25,210.4,21.2,414.3
2020/5/2 10:50,980.19,10.94,285.73,4.68,65.21,13.09,8.54,4.55,5.43,8.71,1197.94,2.89,5.01,229.3,21.49,413.9
2020/5/2 11:00,980.38,10.3,285.07,4.28,66.17,12.54,8.3,4.24,5.28,8.47,1200.99,3.62,7.05,281.2,21.72,414.7
2020/5/2 11:10,980.18,10.23,285.02,5.32,71.5,12.48,8.93,3.56,5.68,9.11,1200.75,1.09,2.44,85.5,21.82,414.2
2020/5/2 11:20,980,11.04,285.85,5.23,67.29,13.18,8.87,4.31,5.65,9.05,1197.13,2.15,3.98,47.58,21.81,414
2020/5/2 11:30,980.11,11.31,286.11,4.81,64.18,13.42,8.61,4.81,5.48,8.79,1196.25,2.48,8.25,201.3,21.89,414.2
2020/5/2 11:40,980.43,10.84,285.61,4.53,64.94,13,8.44,4.56,5.38,8.61,1198.7,3.75,7.57,258.8,22.07,413.8
2020/5/2 11:50,980.4,9.86,284.63,4.53,69.35,12.18,8.45,3.73,5.38,8.61,1202.81,2.97,4.65,280.8,22.21,413.5
2020/5/2 12:00,980.24,10.09,284.87,4.96,70.4,12.37,8.71,3.66,5.54,8.88,1201.52,2.16,3.36,302.3,22.17,412.8
2020/5/2 12:10,980.31,9.8,284.57,5.01,72,12.13,8.73,3.4,5.56,8.91,1202.82,2.29,4.36,289.9,22.03,413.1
2020/5/2 12:20,980.27,8.86,283.63,4.8,75.6,11.38,8.61,2.78,5.48,8.78,1206.84,2.48,5.41,279.4,21.94,413.6
2020/5/2 12:30,980.8,8.4,283.13,4.84,78.2,11.03,8.63,2.41,5.49,8.8,1209.46,2.62,5.25,255.9,21.65,413.7
2020/5/2 12:40,981.16,6.97,281.65,4.51,84.3,10,8.43,1.57,5.36,8.59,1216.2,2.36,4.77,277.5,21.41,414.9
2020/5/2 12:50,981.22,6.87,281.55,4.55,85.1,9.94,8.46,1.48,5.38,8.62,1216.66,2.81,4.77,262.4,21.02,414.3
2020/5/2 13:00,981.33,6.99,281.67,4.84,86.1,10.02,8.63,1.39,5.49,8.79,1216.2,2.25,4.57,249.7,20.51,413.6
2020/5/2 13:10,981.4,7.3,281.97,4.85,84.4,10.24,8.64,1.6,5.49,8.8,1214.94,2.29,5.01,259.9,19.95,413.4
2020/5/2 13:20,981.48,7.9,282.57,5.17,82.8,10.67,8.83,1.83,5.62,9,1212.36,2.42,4.55,254.3,19.51,412.9
2020/5/2 13:30,981.63,8.43,283.09,5.53,81.9,11.06,9.06,2,5.76,9.23,1210.16,2,4.39,262,19.22,412.9
2020/5/2 13:40,981.82,8.41,283.05,5.35,81,11.04,8.94,2.1,5.69,9.11,1210.53,2.26,3.85,273.4,19.09,413.5
2020/5/2 13:50,981.9,8.36,282.99,5.48,82,11,9.02,1.98,5.74,9.19,1210.81,1.93,4.93,248.9,19.15,413.2
2020/5/2 14:00,982.03,8.41,283.03,5.49,81.8,11.04,9.03,2.01,5.74,9.2,1210.75,2.54,4.49,253.9,19.18,413.1
2020/5/2 14:10,982.13,8.47,283.09,5.34,80.6,11.09,8.94,2.15,5.68,9.1,1210.66,3.38,8.49,248.5,19.24,412.8
2020/5/2 14:20,982.07,8.36,282.98,4.85,78.5,11,8.64,2.37,5.49,8.8,1211.2,3.59,8.21,233.4,19.34,412.8
2020/5/2 14:30,982,8.19,282.82,4.67,78.4,10.88,8.53,2.35,5.42,8.68,1211.9,1.72,4.09,244.9,19.45,412.8
2020/5/2 14:40,981.97,8.11,282.74,4.3,76.8,10.82,8.31,2.51,5.28,8.46,1212.31,2.25,4.45,257.2,19.56,413.5
2020/5/2 14:50,981.98,8.12,282.75,4.06,75.5,10.83,8.17,2.65,5.19,8.32,1212.34,2.47,4.37,245.2,19.67,413.7
2020/5/2 15:00,981.97,8.32,282.95,4.07,74.5,10.97,8.18,2.8,5.2,8.33,1211.46,2.63,4.57,241.6,19.77,412.9
2020/5/2 15:10,982.01,8.69,283.32,4.39,74.3,11.25,8.36,2.89,5.31,8.52,1209.84,3.25,5.65,237.9,19.88,411.6
2020/5/2 15:20,982.07,8.96,283.58,4.14,71.7,11.46,8.22,3.24,5.22,8.37,1208.82,3.94,8.73,242,20,411.7
2020/5/2 15:30,982.25,8.87,283.48,4.09,71.9,11.39,8.19,3.2,5.2,8.34,1209.44,3.61,6.13,249.2,20.11,411.8
2020/5/2 15:40,982.3,8.69,283.29,4.04,72.5,11.25,8.16,3.09,5.18,8.31,1210.29,2.93,5.25,255.6,20.17,412.1
2020/5/2 15:50,982.57,8.11,282.69,3.58,73,10.82,7.9,2.92,5.01,8.04,1213.24,3.75,6.65,276.7,20.16,414.3
2020/5/2 16:00,982.47,7.34,281.92,3.46,76.3,10.26,7.83,2.43,4.97,7.97,1216.48,2.43,4.77,259.7,20.06,415.1
2020/5/2 16:10,982.45,7.2,281.78,3.69,78.3,10.17,7.96,2.21,5.06,8.1,1217,2.02,5.57,255.7,19.89,414.8
2020/5/2 16:20,982.38,7.78,282.37,3.9,76.4,10.58,8.08,2.5,5.13,8.23,1214.35,1.82,3.69,233.9,19.74,414.5
2020/5/2 16:30,982.32,8.68,283.28,3.93,72,11.25,8.1,3.15,5.14,8.24,1210.39,1.89,4.11,220.8,19.66,414.5
2020/5/2 16:40,982.31,9.58,284.19,3.92,67.69,11.95,8.09,3.86,5.14,8.24,1206.52,1.85,4.69,231.3,19.74,414.3
2020/5/2 16:50,982.27,10.17,284.78,3.95,65.22,12.43,8.11,4.32,5.15,8.26,1203.95,2.78,4.97,221.4,20.04,413.5
2020/5/2 17:00,982.37,10.19,284.8,3.83,64.59,12.45,8.04,4.41,5.11,8.19,1204.02,2.31,4.41,236.7,20.49,412.7
2020/5/2 17:10,982.47,9.89,284.49,3.67,65.13,12.2,7.95,4.26,5.05,8.09,1205.47,2.58,4.49,273,20.95,412.4
2020/5/2 17:20,982.56,9.73,284.32,3.44,64.8,12.07,7.82,4.25,4.97,7.96,1206.32,2.26,5.83,254.6,21.3,412.5
2020/5/2 17:30,982.61,9.69,284.27,3.53,65.38,12.04,7.87,4.17,5,8.01,1206.53,2.14,4.32,267.1,21.46,412.4
2020/5/2 17:40,982.64,10.19,284.77,3.78,64.35,12.45,8.01,4.44,5.09,8.15,1204.37,2.39,5.37,262.9,21.48,412.3
2020/5/2 17:50,982.79,9.8,284.37,3.39,64.24,12.13,7.79,4.34,4.95,7.93,1206.32,2.92,5.25,268.3,21.48,412.9
2020/5/2 18:00,982.9,9.59,284.15,3.46,65.5,11.96,7.83,4.13,4.97,7.97,1207.33,1.81,3.72,260.2,21.44,412.9
2020/5/2 18:10,982.99,9.64,284.19,3.72,66.48,12,7.98,4.02,5.06,8.12,1207.16,1.31,2.72,257.7,21.33,412.6
2020/5/2 18:20,983.06,9.56,284.1,3.81,67.26,11.94,8.03,3.91,5.1,8.17,1207.56,1.84,4.1,268.9,21.21,412.5
2020/5/2 18:30,983.1,9.47,284.01,3.88,67.99,11.86,8.07,3.8,5.12,8.2,1207.98,1.44,2.72,248.8,21.07,412.7
2020/5/2 18:40,983.13,9.39,283.93,3.93,68.64,11.8,8.1,3.7,5.14,8.24,1208.34,1.24,2.28,251.3,20.93,413.4
2020/5/2 18:50,983.21,9.31,283.84,4.08,69.74,11.74,8.18,3.55,5.19,8.32,1208.74,0.83,1.7,253.3,20.81,414
2020/5/2 19:00,983.39,9.17,283.69,4.12,70.6,11.63,8.21,3.42,5.21,8.35,1209.55,1.44,2.24,247.4,20.71,414
2020/5/2 19:10,983.5,9.07,283.58,4.07,70.8,11.55,8.18,3.37,5.19,8.31,1210.13,1.45,2.44,243.2,20.64,414.4
2020/5/2 19:20,983.66,9.06,283.55,4.1,71,11.54,8.19,3.35,5.2,8.33,1210.37,1.16,1.72,257.7,20.58,414.9
2020/5/2 19:30,983.76,9.05,283.53,4.09,71,11.53,8.19,3.34,5.19,8.32,1210.53,1.35,2.14,245.5,20.51,415
2020/5/2 19:40,983.9,8.99,283.46,4.07,71.2,11.49,8.18,3.31,5.19,8.31,1210.97,1.48,2.58,252.7,20.45,415.4
2020/5/2 19:50,984.03,8.9,283.36,4.04,71.5,11.42,8.16,3.25,5.18,8.29,1211.52,1.29,2,249.4,20.38,415.5
2020/5/2 20:00,984.18,8.74,283.19,3.95,71.8,11.29,8.11,3.18,5.14,8.24,1212.42,1.25,1.72,253.1,20.29,415.7
2020/5/2 20:10,984.4,8.54,282.97,3.97,72.9,11.14,8.12,3.02,5.15,8.25,1213.55,1.45,1.92,245.5,20.17,416.3
2020/5/2 20:20,984.54,8.27,282.69,4.08,74.8,10.94,8.18,2.76,5.18,8.31,1214.86,1.46,1.96,253.2,20.03,416.8
2020/5/2 20:30,984.67,8.1,282.51,4.19,76.3,10.81,8.25,2.56,5.23,8.38,1215.72,1.22,1.88,253.4,19.86,416.9
2020/5/2 20:40,984.8,8.02,282.41,4.28,77.2,10.75,8.3,2.45,5.26,8.43,1216.2,1.28,2,256,19.69,417.1
2020/5/2 20:50,984.92,8.04,282.42,4.32,77.3,10.77,8.32,2.44,5.27,8.45,1216.26,1.63,2.6,248.4,19.52,416.7
2020/5/2 21:00,985.04,8.05,282.42,4.29,77.1,10.77,8.31,2.47,5.26,8.43,1216.37,2.43,3.81,252.7,19.37,416.6
2020/5/2 21:10,985.24,7.88,282.24,4.18,77.4,10.65,8.24,2.41,5.22,8.37,1217.38,2.33,3.97,257.6,19.22,417
2020/5/2 21:20,985.36,7.68,282.03,4.08,77.9,10.51,8.18,2.32,5.18,8.31,1218.43,1.92,3.2,265,19.03,417
2020/5/2 21:30,985.49,7.56,281.9,4,78.1,10.42,8.14,2.28,5.15,8.26,1219.13,2.1,3,260.7,18.83,417.2
2020/5/2 21:40,985.63,7.42,281.74,3.96,78.6,10.32,8.11,2.21,5.14,8.23,1219.92,2.28,3.08,257,18.6,417.6
2020/5/2 21:50,985.72,7.34,281.66,3.9,78.7,10.26,8.08,2.19,5.11,8.2,1220.4,2.29,3.24,252.2,18.38,418
2020/5/2 22:00,985.84,7.38,281.69,3.9,78.5,10.29,8.08,2.21,5.11,8.2,1220.37,2.42,3.08,252.7,18.16,418.1
2020/5/2 22:10,985.9,7.43,281.73,3.93,78.4,10.33,8.1,2.23,5.12,8.21,1220.22,2.12,3.08,250.2,17.97,418.2
2020/5/2 22:20,985.93,7.54,281.84,3.95,77.9,10.41,8.11,2.3,5.13,8.22,1219.78,2.55,3.93,252.9,17.8,418.2
2020/5/2 22:30,985.98,7.47,281.77,3.93,78.2,10.36,8.1,2.26,5.12,8.21,1220.15,2.59,3.49,250.6,17.64,418.8
2020/5/2 22:40,986.1,7.39,281.68,3.91,78.5,10.3,8.09,2.21,5.12,8.2,1220.65,2.44,3.24,250.2,17.49,418.9
2020/5/2 22:50,986.26,7.34,281.61,3.9,78.7,10.26,8.08,2.19,5.11,8.19,1221.07,2.36,3.28,255.3,17.35,419.1
2020/5/2 23:00,986.35,7.38,281.64,3.92,78.6,10.29,8.09,2.2,5.12,8.2,1221,2.79,4.65,256.1,17.21,419.3
2020/5/2 23:10,986.48,7.53,281.78,3.97,78.1,10.4,8.12,2.28,5.14,8.23,1220.5,2.22,4.91,250.9,17.09,419.5
2020/5/2 23:20,986.63,7.66,281.9,4.03,77.7,10.49,8.15,2.34,5.16,8.26,1220.1,2.45,4.37,250.4,16.99,419.8
2020/5/2 23:30,986.83,7.79,282.02,4.08,77.3,10.59,8.18,2.4,5.17,8.29,1219.77,2.58,4.21,256.8,16.93,419.9
2020/5/2 23:40,986.96,7.87,282.09,4.1,77,10.64,8.2,2.45,5.18,8.3,1219.58,2.78,4.55,254.3,16.9,420.1
2020/5/2 23:50,987.01,7.9,282.11,4.17,77.2,10.67,8.23,2.43,5.21,8.34,1219.49,2.52,3.93,254.5,16.91,420.5
2020/5/3 0:00,987.06,7.98,282.19,4.24,77.2,10.72,8.28,2.44,5.23,8.39,1219.19,2.6,4.17,257.8,16.91,420.9
2020/5/3 0:10,987.2,8.06,282.26,4.29,77,10.78,8.3,2.48,5.25,8.41,1219,2.11,3.89,260.7,16.95,422
2020/5/3 0:20,987.3,8.17,282.36,4.36,76.8,10.86,8.34,2.52,5.27,8.45,1218.63,1.93,3.73,260.9,17,421.5
2020/5/3 0:30,987.38,8.11,282.29,4.55,78.2,10.82,8.46,2.36,5.35,8.57,1218.94,2.44,3.93,256.5,17.1,421.7
2020/5/3 0:40,987.38,7.64,281.82,4.93,82.9,10.48,8.69,1.79,5.49,8.8,1220.87,1.94,3,259.1,17.25,422.1
2020/5/3 0:50,987.3,7.47,281.66,4.97,84.1,10.36,8.71,1.65,5.51,8.82,1221.5,2.8,4.13,255.6,17.25,422.6
2020/5/3 1:00,987.31,7.53,281.72,4.91,83.4,10.4,8.67,1.73,5.48,8.78,1221.27,2.79,4.17,260.7,17.24,422.4
2020/5/3 1:10,987.41,7.54,281.72,4.87,83.1,10.41,8.65,1.76,5.47,8.76,1221.36,2.65,4.23,261.7,17.21,422.2
2020/5/3 1:20,987.54,7.52,281.69,4.79,82.8,10.39,8.6,1.79,5.44,8.71,1221.63,2.71,4.25,255.2,17.17,422.3
2020/5/3 1:30,987.61,7.5,281.66,4.74,82.6,10.38,8.57,1.81,5.42,8.68,1221.82,2.72,4.65,257.5,17.11,422.4
2020/5/3 1:40,987.59,7.56,281.72,4.7,82,10.42,8.54,1.88,5.4,8.65,1221.55,2.74,4.37,259.6,17.05,422.4
2020/5/3 1:50,987.6,7.55,281.71,4.69,82,10.41,8.54,1.87,5.4,8.65,1221.6,2.43,4.05,258.5,17,422.9
2020/5/3 2:00,987.72,7.49,281.64,4.66,82.2,10.37,8.52,1.85,5.39,8.63,1222.02,2.69,3.93,257.8,16.94,423.3
2020/5/3 2:10,987.79,7.42,281.57,4.61,82.3,10.32,8.49,1.83,5.37,8.6,1222.43,2.82,4.49,258,16.89,423.3
2020/5/3 2:20,987.89,7.39,281.53,4.58,82.3,10.3,8.48,1.82,5.35,8.58,1222.69,2.49,4.09,262.8,16.84,423.3
2020/5/3 2:30,988,7.33,281.46,4.54,82.4,10.26,8.45,1.81,5.34,8.55,1223.1,3.09,4.67,260.4,16.78,423.3
2020/5/3 2:40,988.03,7.28,281.41,4.53,82.6,10.22,8.44,1.78,5.33,8.55,1223.36,3.28,4.61,259.7,16.71,423
2020/5/3 2:50,988.13,7.31,281.43,4.57,82.7,10.24,8.47,1.77,5.35,8.57,1223.34,3.31,4.51,257.1,16.63,422.9
2020/5/3 3:00,988.3,7.34,281.45,4.57,82.5,10.26,8.47,1.8,5.35,8.57,1223.42,2.56,4.57,260.8,16.55,422.8
2020/5/3 3:10,988.41,7.34,281.44,4.57,82.5,10.26,8.47,1.8,5.35,8.57,1223.56,2.15,3.43,256.1,16.5,423.2
2020/5/3 3:20,988.52,7.24,281.33,4.56,83,10.19,8.46,1.73,5.34,8.56,1224.13,2.29,3.51,255.9,16.47,423.6
2020/5/3 3:30,988.61,7.21,281.29,4.54,83.1,10.17,8.45,1.72,5.34,8.55,1224.38,2.65,3.65,254.7,16.47,423.7
2020/5/3 3:40,988.63,7.19,281.27,4.52,83.1,10.16,8.44,1.72,5.33,8.54,1224.5,2.93,3.89,256.8,16.47,423.6
2020/5/3 3:50,988.73,7.08,281.15,4.45,83.3,10.08,8.4,1.68,5.3,8.49,1225.12,3.04,4.01,253.9,16.48,423.6
2020/5/3 4:00,988.83,6.96,281.02,4.4,83.7,10,8.37,1.63,5.28,8.46,1225.81,2.45,3.36,258.8,16.47,423.6
2020/5/3 4:10,988.86,6.9,280.96,4.37,83.9,9.96,8.35,1.6,5.27,8.45,1226.11,2.43,3.85,256.4,16.44,423.6
2020/5/3 4:20,988.93,7.01,281.06,4.47,83.8,10.03,8.41,1.63,5.31,8.5,1225.67,2.76,3.73,254.4,16.39,423.6
2020/5/3 4:30,989.06,7.18,281.22,4.51,83.1,10.15,8.44,1.72,5.32,8.53,1225.08,2.73,4.09,253.6,16.36,423.6
2020/5/3 4:40,989.14,7.25,281.29,4.55,82.9,10.2,8.46,1.74,5.34,8.55,1224.86,2.61,3.73,253.3,16.34,423.6
2020/5/3 4:50,989.21,7.31,281.34,4.54,82.5,10.24,8.45,1.79,5.33,8.54,1224.69,2.35,3.77,256.7,16.34,423.8
2020/5/3 5:00,989.27,7.34,281.37,4.57,82.5,10.26,8.47,1.8,5.34,8.56,1224.63,2.38,4.21,261.6,16.37,423.9
2020/5/3 5:10,989.36,7.4,281.42,4.61,82.4,10.31,8.49,1.81,5.36,8.58,1224.46,2.36,3.81,259.3,16.41,424
2020/5/3 5:20,989.53,7.47,281.48,4.64,82.2,10.36,8.51,1.84,5.37,8.6,1224.36,2.17,4.01,259.6,16.47,424.2
2020/5/3 5:30,989.66,7.41,281.41,4.65,82.6,10.31,8.52,1.79,5.37,8.61,1224.78,2.46,3.97,247.6,16.54,424.5
2020/5/3 5:40,989.75,7.4,281.39,4.66,82.7,10.31,8.52,1.78,5.37,8.61,1224.93,2.42,3.71,251.9,16.6,424.3
2020/5/3 5:50,989.86,7.47,281.45,4.69,82.5,10.36,8.54,1.81,5.39,8.63,1224.76,2.19,3.57,247.5,16.66,424.3
2020/5/3 6:00,989.95,7.51,281.48,4.7,82.3,10.38,8.55,1.84,5.39,8.63,1224.69,2.19,3.24,255.2,16.72,424
2020/5/3 6:10,990.1,7.61,281.57,4.71,81.8,10.46,8.55,1.9,5.39,8.64,1224.44,2.13,3.69,246.3,16.8,423.8
2020/5/3 6:20,990.27,7.59,281.54,4.69,81.8,10.44,8.54,1.9,5.38,8.63,1224.74,1.7,3.24,251.7,16.89,423.7
2020/5/3 6:30,990.41,7.74,281.68,4.73,81.2,10.55,8.57,1.98,5.4,8.65,1224.25,1.8,2.84,244.2,16.98,423.3
2020/5/3 6:40,990.52,8.03,281.96,4.8,80,10.76,8.61,2.15,5.42,8.69,1223.1,1.67,2.8,237,17.1,422.9
2020/5/3 6:50,990.63,8.08,282,4.85,80,10.8,8.64,2.16,5.44,8.72,1223.01,1.68,3.12,233.3,17.24,422.8
2020/5/3 7:00,990.68,8.79,282.71,5.12,77.7,11.33,8.8,2.53,5.55,8.89,1219.91,1.29,2.16,235.6,17.42,421.6
2020/5/3 7:10,990.71,9.27,283.18,5.04,74.8,11.7,8.76,2.95,5.52,8.84,1217.9,1.27,2.64,235.7,17.67,420.8
2020/5/3 7:20,990.87,9.19,283.09,4.71,73.5,11.64,8.56,3.09,5.39,8.64,1218.53,1.83,2.96,247.6,17.99,420.2
2020/5/3 7:30,990.98,9.42,283.31,4.84,73,11.82,8.63,3.19,5.44,8.71,1217.64,1.37,3.67,228.5,18.31,419.4
2020/5/3 7:40,991.06,9.72,283.61,4.85,71.6,12.06,8.64,3.43,5.44,8.72,1216.45,1.34,2.96,268.2,18.62,418.6
2020/5/3 7:50,991.14,9.86,283.74,4.82,70.8,12.18,8.62,3.56,5.43,8.7,1215.95,1.26,3.53,241.1,18.94,418.1
2020/5/3 8:00,991.21,10.12,284,4.9,69.94,12.39,8.67,3.73,5.46,8.74,1214.9,1.69,3.24,237.2,19.24,418.3
2020/5/3 8:10,991.3,10.36,284.23,4.79,68.3,12.59,8.6,3.99,5.41,8.68,1214.01,1.82,4.25,263.4,19.56,417.7
2020/5/3 8:20,991.25,10.3,284.17,4.6,67.68,12.54,8.49,4.05,5.34,8.56,1214.26,2.16,3.77,266.9,19.92,417.2
2020/5/3 8:30,991.17,10.53,284.41,4.71,67.16,12.74,8.55,4.18,5.39,8.63,1213.15,1.72,4.07,263.2,20.28,416.5
2020/5/3 8:40,991.19,11.05,284.93,4.71,64.87,13.19,8.55,4.63,5.39,8.63,1210.95,1.82,4.41,256,20.63,416.4
2020/5/3 8:50,991.14,11.23,285.11,4.41,62.77,13.35,8.38,4.97,5.27,8.45,1210.21,1.84,3.8,271.8,21.02,416
2020/5/3 9:00,991.17,11.53,285.41,4.53,62.03,13.61,8.44,5.17,5.32,8.52,1208.94,1.68,3.76,268.8,21.44,415.6
2020/5/3 9:10,991.33,11.79,285.66,4.38,60.34,13.85,8.36,5.49,5.26,8.43,1208.07,2.92,5.19,278,21.89,415.6
2020/5/3 9:20,991.46,11.46,285.32,4.22,60.98,13.55,8.26,5.29,5.2,8.33,1209.67,1.77,4,281.6,22.37,415.3
2020/5/3 9:30,991.46,11.62,285.48,4.4,61.09,13.7,8.37,5.33,5.27,8.44,1208.95,1.67,3.6,280.9,22.83,414.5
2020/5/3 9:40,991.53,11.77,285.62,4.44,60.67,13.83,8.39,5.44,5.28,8.46,1208.38,1.79,3.8,284,23.23,414.3
2020/5/3 9:50,991.5,11.97,285.83,4.34,59.47,14.02,8.34,5.68,5.25,8.41,1207.53,2.01,4.14,271.9,23.56,414.4
2020/5/3 10:00,991.55,12.16,286.01,4.15,57.94,14.19,8.22,5.97,5.17,8.29,1206.83,2.13,4.63,261.6,23.85,413.9
2020/5/3 10:10,991.56,12.17,286.02,4.11,57.73,14.2,8.2,6,5.16,8.27,1206.82,2.52,4.46,313.7,24.16,413.7
2020/5/3 10:20,991.48,12.11,285.97,4.4,59.18,14.15,8.37,5.77,5.27,8.44,1206.89,1.4,3.08,276.5,24.44,412.9
2020/5/3 10:30,991.48,12.67,286.53,4.28,56.54,14.68,8.3,6.38,5.22,8.37,1204.56,1.08,2.84,348,24.64,413.1
2020/5/3 10:40,991.47,12.92,286.78,4.32,55.78,14.92,8.32,6.6,5.24,8.39,1203.49,2.19,5.15,221.2,24.82,412.7
2020/5/3 10:50,991.54,12.72,286.58,3.98,55.2,14.73,8.13,6.6,5.11,8.2,1204.5,1.38,3.44,273.9,25.01,413
2020/5/3 11:00,991.59,12.65,286.5,4.16,56.16,14.66,8.23,6.43,5.18,8.3,1204.81,2,4.97,275.9,25.2,412.2
2020/5/3 11:10,991.61,12.78,286.63,4.37,56.51,14.78,8.35,6.43,5.26,8.42,1204.23,2.11,4.85,260.6,25.3,412.3
2020/5/3 11:20,991.67,13.26,287.11,4.34,54.62,15.26,8.33,6.92,5.24,8.4,1202.3,2.52,5.27,258.6,25.35,412.8
2020/5/3 11:30,991.61,13.5,287.35,4.1,52.9,15.5,8.2,7.3,5.16,8.27,1201.28,3.25,5.65,272.4,25.41,412.8
2020/5/3 11:40,991.59,13.44,287.29,3.92,52.42,15.44,8.09,7.34,5.09,8.16,1201.55,2.35,4.36,268.1,25.5,412.6
2020/5/3 11:50,991.64,12.89,286.74,4.24,55.59,14.89,8.28,6.61,5.21,8.35,1203.84,1.74,4.28,274.6,25.59,412.2
2020/5/3 12:00,991.66,12.86,286.71,4.37,56.19,14.86,8.35,6.51,5.25,8.42,1203.96,2.01,4.73,324.8,25.63,412.1
2020/5/3 12:10,991.57,13.5,287.35,4.2,53.25,15.5,8.25,7.24,5.19,8.32,1201.2,2.99,4.44,339.2,25.63,412.4
2020/5/3 12:20,991.62,13.51,287.36,3.98,52.39,15.51,8.12,7.38,5.11,8.19,1201.28,3.19,5.65,260.6,25.65,412.5
2020/5/3 12:30,991.6,13.42,287.27,4.07,53.06,15.42,8.18,7.24,5.15,8.25,1201.61,2.81,5.21,249,25.66,412.4
2020/5/3 12:40,991.72,13.17,287.01,3.69,52.48,15.17,7.96,7.21,5.01,8.03,1202.91,1.62,4.16,277.1,25.66,413
2020/5/3 12:50,991.68,13.31,287.16,4.15,53.73,15.31,8.22,7.08,5.17,8.29,1202.15,1.72,3.84,257.2,25.61,412.3
2020/5/3 13:00,991.62,13.52,287.37,4.22,53.26,15.52,8.26,7.25,5.2,8.33,1201.18,2.54,4.81,249.6,25.55,412.1
